EventType,Timestamp,DeviceID,User  ID,Details,Value
7906,ПроверкаСостоянияСвязи,2023-10-15 08:23:25,Банкомат66,Пользователь7,Проверка состояния связи в Банкомат66,Хорошее
7907,ТестированиеСистемы,2023-10-15 08:26:30,Банкомат8,Пользователь69,Тестирование системы в Банкомат8,Некоторые системы не работают
7908,СостояниеКартриджа,2023-10-15 08:29:23,Банкомат85,Пользователь12,Состояние картриджа проверено в Банкомат85,Пустой
7909,ОшибкаЖесткогоДиска,2023-10-15 08:32:37,Банкомат25,Пользователь22,Ошибка жесткого диска в Банкомат25,Ошибка чтения
7910,СигнализацияОшибки,2023-10-15 08:35:12,Банкомат25,Пользователь76,Сигнализация ошибки в Банкомат25,Ошибка механизма
7911,ОшибкаОбновления,2023-10-15 08:39:22,Банкомат54,Пользователь25,Ошибка обновления в Банкомат54,Ошибка совместимости
7912,СнятиеНаличными,2023-10-15 08:39:53,Банкомат1,Пользователь59,Пользователь Пользователь59 снял 935 рублей с Банкомат1,935
7913,ОтказВОбслуживании,2023-10-15 08:40:43,Банкомат49,Пользователь8,Отказ в обслуживании в Банкомат49,Техническая ошибка
7914,ЗажеваннаяКупюра,2023-10-15 08:42:24,Банкомат56,Пользователь47,Купюра зажевана в Банкомат56,100
7915,ОшибкаСети,2023-10-15 08:46:28,Банкомат88,Пользователь63,Ошибка сети в Банкомат88,Потеря пакетов
7916,ЗаменаКартриджа,2023-10-15 08:51:27,Банкомат3,Пользователь23,Замена картриджа в Банкомат3,Успешно
7917,ОбработкаЗапроса,2023-10-15 08:55:48,Банкомат90,Пользователь27,Обработка запроса пользователя Пользователь27 в Банкомат90,
7918,ОшибкаСети,2023-10-15 08:57:08,Банкомат38,Пользователь53,Ошибка сети в Банкомат38,Нет соединения
7919,СостояниеУстройстваИзменено,2023-10-15 08:59:29,Банкомат33,Пользователь21,Состояние устройства Банкомат33 изменилось,Открыто
7920,ЗагрузкаПроцессораВысокая,2023-10-15 09:02:10,Банкомат16,Пользователь72,Высокая загрузка процессора в Банкомат16,99
7921,ОтказВОбслуживании,2023-10-15 09:05:50,Банкомат97,Пользователь36,Отказ в обслуживании в Банкомат97,Техническая ошибка
7922,ПроверкаСостоянияКарт,2023-10-15 09:06:46,Банкомат54,Пользователь51,Проверка состояния карт в Банкомат54,Некоторые карты повреждены
7923,ОшибкаКарт,2023-10-15 09:08:27,Банкомат71,Пользователь96,Ошибка при считывании карты в Банкомат71,Карта повреждена
7924,ОбслуживаниеТребуется,2023-10-15 09:09:26,Банкомат34,Пользователь40,Требуется обслуживание Банкомат34,Техническое
7925,АварийноеВыключение,2023-10-15 09:10:49,Банкомат14,Пользователь22,Аварийное отключение устройства Банкомат14,Устройство отключено
7926,ОшибкаСинхронизацииДанных,2023-10-15 09:13:53,Банкомат74,Пользователь98,Ошибка синхронизации данных в Банкомат74,Неверные данные
7927,ОбновлениеБезопасности,2023-10-15 09:13:54,Банкомат21,Пользователь86,Обновление систем безопасности в Банкомат21,Не удалось
7928,СигнализацияОшибки,2023-10-15 09:18:07,Банкомат63,Пользователь6,Сигнализация ошибки в Банкомат63,Ошибка связи
7929,ОшибкаПриемаКупюр,2023-10-15 09:21:46,Банкомат7,Пользователь65,Ошибка приема купюр в Банкомат7,Купюра повреждена
7930,ПроверкаЖесткогоДиска,2023-10-15 09:25:15,Банкомат87,Пользователь83,Проверка жесткого диска в Банкомат87,57
7931,ВнесениеНаличных,2023-10-15 09:28:18,Банкомат21,Пользователь7,Пользователь Пользователь7 внес 112 рублей в Банкомат21,112
7932,АварийноеВыключение,2023-10-15 09:32:03,Банкомат19,Пользователь11,Аварийное отключение устройства Банкомат19,Устройство отключено
7933,ПроверкаСостоянияКлавиатуры,2023-10-15 09:33:48,Банкомат4,Пользователь83,Проверка состояния клавиатуры в Банкомат4,Клавиатура не работает
7934,ЗавершениеТранзакции,2023-10-15 09:36:56,Банкомат60,Пользователь97,Транзакция завершена в Банкомат60,Не удалось
7935,ВнесениеНаличных,2023-10-15 09:37:19,Банкомат43,Пользователь74,Пользователь Пользователь74 внес 585 рублей в Банкомат43,585
7936,СостояниеПриемаКупюр,2023-10-15 09:38:37,Банкомат42,Пользователь100,Состояние устройства приема купюр в Банкомат42 проверено,Работает
7937,ЗаполнениеКассеты,2023-10-15 09:40:38,Банкомат65,Пользователь28,Кассета заполнена в Банкомат65,1331
7938,Предупреждение,2023-10-15 09:43:14,Банкомат36,Пользователь66,Предупреждение в Банкомат36,Ошибка связи
7939,ОбслуживаниеТребуется,2023-10-15 09:46:08,Банкомат76,Пользователь86,Требуется обслуживание Банкомат76,Техническое
7940,ОшибкаПриемаКупюр,2023-10-15 09:47:49,Банкомат67,Пользователь12,Ошибка приема купюр в Банкомат67,Купюра повреждена
7941,ПроверкаОбновлений,2023-10-15 09:52:27,Банкомат3,Пользователь33,Проверка обновлений в Банкомат3,Обновления отсутствуют
7942,ОшибкаПриемаКупюр,2023-10-15 09:55:05,Банкомат61,Пользователь98,Ошибка приема купюр в Банкомат61,Купюра повреждена
7943,ОбработкаЗапроса,2023-10-15 09:59:22,Банкомат13,Пользователь17,Обработка запроса пользователя Пользователь17 в Банкомат13,
7944,ПроверкаКассеты,2023-10-15 09:59:32,Банкомат18,Пользователь32,Проверка состояния кассеты в Банкомат18,Нуждается в замене
7945,УстановкаОбновлений,2023-10-15 10:00:37,Банкомат9,Пользователь69,Установка обновлений в Банкомат9,Не удалось
7946,СигнализацияОшибки,2023-10-15 10:02:01,Банкомат53,Пользователь29,Сигнализация ошибки в Банкомат53,Ошибка связи
7947,СостояниеКартриджа,2023-10-15 10:04:39,Банкомат62,Пользователь77,Состояние картриджа проверено в Банкомат62,Пустой
7948,ЗавершениеТранзакции,2023-10-15 10:07:14,Банкомат17,Пользователь17,Транзакция завершена в Банкомат17,Успешно
7949,Предупреждение,2023-10-15 10:10:11,Банкомат23,Пользователь90,Предупреждение в Банкомат23,Низкий уровень наличных
7950,ТестированиеУстройства,2023-10-15 10:11:57,Банкомат84,Пользователь72,Тестирование устройства Банкомат84 завершено,Успешно
7951,СостояниеУстройстваИзменено,2023-10-15 10:14:53,Банкомат77,Пользователь57,Состояние устройства Банкомат77 изменилось,Открыто
7952,ЗавершениеТранзакции,2023-10-15 10:18:54,Банкомат29,Пользователь73,Транзакция завершена в Банкомат29,Не удалось
7953,АварийноеВыключение,2023-10-15 10:19:06,Банкомат87,Пользователь85,Аварийное отключение устройства Банкомат87,Устройство отключено
7954,ПроверкаСостоянияКлавиатуры,2023-10-15 10:24:02,Банкомат99,Пользователь38,Проверка состояния клавиатуры в Банкомат99,Клавиатура работает
7955,СостояниеКартриджа,2023-10-15 10:26:44,Банкомат57,Пользователь3,Состояние картриджа проверено в Банкомат57,Пустой
7956,СнятиеНаличными,2023-10-15 10:30:42,Банкомат10,Пользователь16,Пользователь Пользователь16 снял 258 рублей с Банкомат10,258
7957,ЗажеваннаяКупюра,2023-10-15 10:32:10,Банкомат66,Пользователь69,Купюра зажевана в Банкомат66,100
7958,ПроверкаСостоянияКлавиатуры,2023-10-15 10:34:24,Банкомат45,Пользователь94,Проверка состояния клавиатуры в Банкомат45,Клавиатура не работает
7959,АварийноеВыключение,2023-10-15 10:37:53,Банкомат77,Пользователь61,Аварийное отключение устройства Банкомат77,Устройство отключено
7960,ВнесениеНаличных,2023-10-15 10:42:33,Банкомат61,Пользователь23,Пользователь Пользователь23 внес 990 рублей в Банкомат61,990
7961,ПроверкаСостоянияСвязи,2023-10-15 10:46:46,Банкомат32,Пользователь40,Проверка состояния связи в Банкомат32,Хорошее
7962,ПерезагрузкаУстройства,2023-10-15 10:51:20,Банкомат88,Пользователь60,Устройство Банкомат88 перезагружено,
7963,ВыходПользователя,2023-10-15 10:55:24,Банкомат6,Пользователь39,Пользователь Пользователь39 вышел из системы в Банкомат6,
7964,ЗаполнениеКассеты,2023-10-15 10:56:20,Банкомат30,Пользователь2,Кассета заполнена в Банкомат30,1487
7965,ЗавершениеТранзакции,2023-10-15 11:00:35,Банкомат53,Пользователь13,Транзакция завершена в Банкомат53,Не удалось
7966,ОшибкаТехническая,2023-10-15 11:02:39,Банкомат39,Пользователь58,Техническая ошибка в Банкомат39,Ошибка связи
7967,ВосстановлениеСвязи,2023-10-15 11:03:48,Банкомат34,Пользователь23,Связь восстановлена в Банкомат34,
7968,ОбновлениеПрограммногоОбеспечения,2023-10-15 11:08:47,Банкомат9,Пользователь11,Обновление ПО в Банкомат9,Не удалось
7969,ПроверкаОбновлений,2023-10-15 11:10:02,Банкомат6,Пользователь81,Проверка обновлений в Банкомат6,Обновления отсутствуют
7970,ПроверкаОбновлений,2023-10-15 11:12:09,Банкомат53,Пользователь10,Проверка обновлений в Банкомат53,Обновления доступны
7971,ЗаменаКартриджа,2023-10-15 11:13:46,Банкомат19,Пользователь14,Замена картриджа в Банкомат19,Успешно
7972,ОбновлениеБезопасности,2023-10-15 11:16:17,Банкомат56,Пользователь70,Обновление систем безопасности в Банкомат56,Успешно
7973,СостояниеПриемаКупюр,2023-10-15 11:19:55,Банкомат47,Пользователь61,Состояние устройства приема купюр в Банкомат47 проверено,Не работает
7974,ОшибкаПриемаКупюр,2023-10-15 11:23:43,Банкомат4,Пользователь95,Ошибка приема купюр в Банкомат4,Купюра зажевана
7975,ВыходПользователя,2023-10-15 11:28:41,Банкомат46,Пользователь9,Пользователь Пользователь9 вышел из системы в Банкомат46,
7976,ПроверкаСостоянияКлавиатуры,2023-10-15 11:29:55,Банкомат98,Пользователь42,Проверка состояния клавиатуры в Банкомат98,Клавиатура не работает
7977,СбросНастроек,2023-10-15 11:34:26,Банкомат8,Пользователь45,Сброс настроек в Банкомат8,Настройки сброшены
7978,ПроверкаСостоянияСвязи,2023-10-15 11:36:49,Банкомат24,Пользователь93,Проверка состояния связи в Банкомат24,Плохое
7979,ОшибкаТехническая,2023-10-15 11:38:51,Банкомат41,Пользователь57,Техническая ошибка в Банкомат41,Ошибка питания
7980,ВыходПользователя,2023-10-15 11:40:19,Банкомат21,Пользователь7,Пользователь Пользователь7 вышел из системы в Банкомат21,
7981,ОбслуживаниеТребуется,2023-10-15 11:42:46,Банкомат69,Пользователь33,Требуется обслуживание Банкомат69,Техническое
7982,ПерезагрузкаУстройства,2023-10-15 11:46:56,Банкомат25,Пользователь59,Устройство Банкомат25 перезагружено,
7983,ОшибкаТехническая,2023-10-15 11:48:06,Банкомат30,Пользователь24,Техническая ошибка в Банкомат30,Ошибка связи
7984,ПроблемаСоСвязью,2023-10-15 11:49:45,Банкомат55,Пользователь32,Проблема со связью в Банкомат55,Потеря соединения
7985,ОшибкаСети,2023-10-15 11:52:37,Банкомат44,Пользователь69,Ошибка сети в Банкомат44,Нет соединения
7986,ВходПользователя,2023-10-15 11:57:34,Банкомат33,Пользователь69,Пользователь Пользователь69 вошел в систему в Банкомат33,
7987,ОбновлениеПрограммногоОбеспечения,2023-10-15 12:01:31,Банкомат49,Пользователь91,Обновление ПО в Банкомат49,Успешно
7988,ПерезагрузкаУстройства,2023-10-15 12:04:59,Банкомат82,Пользователь28,Устройство Банкомат82 перезагружено,
7989,ПроверкаКассеты,2023-10-15 12:06:06,Банкомат84,Пользователь84,Проверка состояния кассеты в Банкомат84,Нуждается в замене
7990,ОшибкаКарт,2023-10-15 12:06:40,Банкомат100,Пользователь91,Ошибка при считывании карты в Банкомат100,Карта повреждена
7991,ЗажеваннаяКупюра,2023-10-15 12:10:03,Банкомат10,Пользователь42,Купюра зажевана в Банкомат10,500
7992,Предупреждение,2023-10-15 12:11:03,Банкомат4,Пользователь5,Предупреждение в Банкомат4,Низкий уровень наличных
7993,ОшибкаЖесткогоДиска,2023-10-15 12:15:41,Банкомат82,Пользователь52,Ошибка жесткого диска в Банкомат82,Нет свободного места
7994,ОшибкаПриемаКупюр,2023-10-15 12:15:47,Банкомат48,Пользователь20,Ошибка приема купюр в Банкомат48,Купюра повреждена
7995,ВыходПользователя,2023-10-15 12:19:12,Банкомат12,Пользователь100,Пользователь Пользователь100 вышел из системы в Банкомат12,
7996,ЗаменаКассеты,2023-10-15 12:21:34,Банкомат8,Пользователь16,Кассета заменена в Банкомат8,1526
7997,ОбработкаЗапроса,2023-10-15 12:24:57,Банкомат99,Пользователь80,Обработка запроса пользователя Пользователь80 в Банкомат99,
7998,ЗаменаКассеты,2023-10-15 12:29:13,Банкомат16,Пользователь30,Кассета заменена в Банкомат16,1540
7999,ТестированиеСистемы,2023-10-15 12:33:10,Банкомат63,Пользователь68,Тестирование системы в Банкомат63,Некоторые системы не работают
8000,ОшибкаСинхронизацииДанных,2023-10-15 12:33:40,Банкомат9,Пользователь68,Ошибка синхронизации данных в Банкомат9,Проблема с сетью
8001,ВнесениеНаличных,2023-10-15 12:34:15,Банкомат98,Пользователь95,Пользователь Пользователь95 внес 592 рублей в Банкомат98,592
8002,ОшибкаПриемаКупюр,2023-10-15 12:35:03,Банкомат10,Пользователь65,Ошибка приема купюр в Банкомат10,Купюра повреждена
8003,ТестированиеСистемы,2023-10-15 12:35:07,Банкомат6,Пользователь78,Тестирование системы в Банкомат6,Все системы работают
8004,ОбновлениеПрограммногоОбеспечения,2023-10-15 12:35:11,Банкомат41,Пользователь67,Обновление ПО в Банкомат41,Не удалось
8005,СостояниеПриемаКупюр,2023-10-15 12:36:49,Банкомат17,Пользователь66,Состояние устройства приема купюр в Банкомат17 проверено,Работает
8006,ТестированиеСистемы,2023-10-15 12:40:57,Банкомат9,Пользователь35,Тестирование системы в Банкомат9,Все системы работают
8007,ТестированиеСистемы,2023-10-15 12:41:21,Банкомат8,Пользователь85,Тестирование системы в Банкомат8,Некоторые системы не работают
8008,ОшибкаПриемаКупюр,2023-10-15 12:44:59,Банкомат6,Пользователь89,Ошибка приема купюр в Банкомат6,Купюра повреждена
8009,ЗаменаКартриджа,2023-10-15 12:48:14,Банкомат47,Пользователь17,Замена картриджа в Банкомат47,Не удалось
8010,ВходПользователя,2023-10-15 12:52:22,Банкомат13,Пользователь80,Пользователь Пользователь80 вошел в систему в Банкомат13,
8011,ВходПользователя,2023-10-15 12:54:00,Банкомат56,Пользователь3,Пользователь Пользователь3 вошел в систему в Банкомат56,
8012,ТестированиеУстройства,2023-10-15 12:55:31,Банкомат59,Пользователь6,Тестирование устройства Банкомат59 завершено,Не удалось
8013,ОшибкаПриемаКупюр,2023-10-15 12:56:07,Банкомат51,Пользователь1,Ошибка приема купюр в Банкомат51,Купюра повреждена
8014,ЗагрузкаПроцессораВысокая,2023-10-15 13:00:43,Банкомат36,Пользователь32,Высокая загрузка процессора в Банкомат36,81
8015,ПроверкаСостоянияКарт,2023-10-15 13:02:33,Банкомат21,Пользователь82,Проверка состояния карт в Банкомат21,Все карты в порядке
8016,Предупреждение,2023-10-15 13:06:05,Банкомат1,Пользователь25,Предупреждение в Банкомат1,Низкий уровень наличных
8017,УстановкаОбновлений,2023-10-15 13:11:03,Банкомат80,Пользователь56,Установка обновлений в Банкомат80,Не удалось
8018,ПроверкаСостоянияКлавиатуры,2023-10-15 13:11:38,Банкомат29,Пользователь87,Проверка состояния клавиатуры в Банкомат29,Клавиатура не работает
8019,ВыходПользователя,2023-10-15 13:12:29,Банкомат69,Пользователь88,Пользователь Пользователь88 вышел из системы в Банкомат69,
8020,СостояниеПриемаКупюр,2023-10-15 13:14:17,Банкомат77,Пользователь55,Состояние устройства приема купюр в Банкомат77 проверено,Не работает
8021,СостояниеУстройстваИзменено,2023-10-15 13:17:16,Банкомат9,Пользователь47,Состояние устройства Банкомат9 изменилось,Открыто
8022,ОшибкаКарт,2023-10-15 13:20:14,Банкомат84,Пользователь76,Ошибка при считывании карты в Банкомат84,Карта не распознана
8023,АварийноеВыключение,2023-10-15 13:24:05,Банкомат3,Пользователь3,Аварийное отключение устройства Банкомат3,Устройство отключено
8024,ОшибкаПриемаКупюр,2023-10-15 13:27:49,Банкомат3,Пользователь37,Ошибка приема купюр в Банкомат3,Купюра повреждена
8025,ПроверкаСостоянияСвязи,2023-10-15 13:32:14,Банкомат13,Пользователь5,Проверка состояния связи в Банкомат13,Хорошее
8026,ПроверкаЖесткогоДиска,2023-10-15 13:36:57,Банкомат53,Пользователь21,Проверка жесткого диска в Банкомат53,92
8027,ОтказВОбслуживании,2023-10-15 13:37:11,Банкомат82,Пользователь51,Отказ в обслуживании в Банкомат82,Техническая ошибка
8028,ОшибкаОбновления,2023-10-15 13:37:57,Банкомат40,Пользователь40,Ошибка обновления в Банкомат40,Ошибка сети
8029,ТестированиеСистемы,2023-10-15 13:40:07,Банкомат23,Пользователь62,Тестирование системы в Банкомат23,Все системы работают
8030,СбросНастроек,2023-10-15 13:43:01,Банкомат25,Пользователь94,Сброс настроек в Банкомат25,Настройки сброшены
8031,ОбслуживаниеТребуется,2023-10-15 13:47:01,Банкомат15,Пользователь59,Требуется обслуживание Банкомат15,Профилактическое
8032,СостояниеПриемаКупюр,2023-10-15 13:47:10,Банкомат7,Пользователь75,Состояние устройства приема купюр в Банкомат7 проверено,Работает
8033,ЗагрузкаПроцессораВысокая,2023-10-15 13:48:34,Банкомат86,Пользователь11,Высокая загрузка процессора в Банкомат86,86
8034,ТестированиеУстройства,2023-10-15 13:49:56,Банкомат26,Пользователь99,Тестирование устройства Банкомат26 завершено,Успешно
8035,ЗаменаКартриджа,2023-10-15 13:52:56,Банкомат38,Пользователь73,Замена картриджа в Банкомат38,Успешно
8036,ПроверкаСостоянияПечати,2023-10-15 13:56:43,Банкомат61,Пользователь75,Проверка состояния печати в Банкомат61,Принтер не работает
8037,ОтказВОбслуживании,2023-10-15 13:57:21,Банкомат82,Пользователь51,Отказ в обслуживании в Банкомат82,Техническая ошибка
8038,СостояниеПриемаКупюр,2023-10-15 13:59:36,Банкомат32,Пользователь10,Состояние устройства приема купюр в Банкомат32 проверено,Работает
8039,СостояниеПриемаКупюр,2023-10-15 14:02:40,Банкомат43,Пользователь7,Состояние устройства приема купюр в Банкомат43 проверено,Не работает
8040,ТестированиеСистемы,2023-10-15 14:04:13,Банкомат53,Пользователь39,Тестирование системы в Банкомат53,Некоторые системы не работают
8041,ПроблемаСоСвязью,2023-10-15 14:07:52,Банкомат70,Пользователь19,Проблема со связью в Банкомат70,Потеря соединения
8042,ОтказВОбслуживании,2023-10-15 14:11:06,Банкомат41,Пользователь4,Отказ в обслуживании в Банкомат41,Нет наличных
8043,Предупреждение,2023-10-15 14:15:45,Банкомат57,Пользователь36,Предупреждение в Банкомат57,Ошибка связи
8044,ПроблемаСоСвязью,2023-10-15 14:20:16,Банкомат8,Пользователь86,Проблема со связью в Банкомат8,Потеря соединения
8045,ТестированиеУстройства,2023-10-15 14:24:50,Банкомат10,Пользователь100,Тестирование устройства Банкомат10 завершено,Успешно
8046,ОшибкаКарт,2023-10-15 14:29:15,Банкомат42,Пользователь14,Ошибка при считывании карты в Банкомат42,Карта не распознана
8047,ОшибкаСинхронизацииДанных,2023-10-15 14:29:42,Банкомат98,Пользователь5,Ошибка синхронизации данных в Банкомат98,Неверные данные
8048,ПроверкаСостоянияПечати,2023-10-15 14:33:00,Банкомат32,Пользователь86,Проверка состояния печати в Банкомат32,Принтер работает
8049,СостояниеПриемаКупюр,2023-10-15 14:37:32,Банкомат35,Пользователь23,Состояние устройства приема купюр в Банкомат35 проверено,Работает
8050,СбросНастроек,2023-10-15 14:39:00,Банкомат72,Пользователь86,Сброс настроек в Банкомат72,Настройки сброшены
8051,ТестированиеСистемы,2023-10-15 14:41:47,Банкомат88,Пользователь88,Тестирование системы в Банкомат88,Все системы работают
8052,ПроверкаСостоянияПечати,2023-10-15 14:43:27,Банкомат87,Пользователь85,Проверка состояния печати в Банкомат87,Принтер не работает
8053,ПроверкаСостоянияСвязи,2023-10-15 14:46:42,Банкомат74,Пользователь27,Проверка состояния связи в Банкомат74,Хорошее
8054,ПроверкаСостоянияПечати,2023-10-15 14:49:12,Банкомат16,Пользователь82,Проверка состояния печати в Банкомат16,Принтер не работает
8055,ОшибкаКарт,2023-10-15 14:49:28,Банкомат22,Пользователь26,Ошибка при считывании карты в Банкомат22,Карта повреждена
8056,ОбработкаЗапроса,2023-10-15 14:49:51,Банкомат77,Пользователь76,Обработка запроса пользователя Пользователь76 в Банкомат77,
8057,ЗаменаКартриджа,2023-10-15 14:54:15,Банкомат39,Пользователь56,Замена картриджа в Банкомат39,Не удалось
8058,ПроверкаСостоянияКарт,2023-10-15 14:56:25,Банкомат82,Пользователь62,Проверка состояния карт в Банкомат82,Все карты в порядке
8059,ВосстановлениеСвязи,2023-10-15 15:00:38,Банкомат11,Пользователь18,Связь восстановлена в Банкомат11,
8060,ОшибкаСети,2023-10-15 15:04:11,Банкомат90,Пользователь19,Ошибка сети в Банкомат90,Потеря пакетов
8061,ОбновлениеПрограммногоОбеспечения,2023-10-15 15:05:28,Банкомат18,Пользователь53,Обновление ПО в Банкомат18,Успешно
8062,ТестированиеУстройства,2023-10-15 15:09:24,Банкомат45,Пользователь90,Тестирование устройства Банкомат45 завершено,Успешно
8063,ПроверкаБаланс,2023-10-15 15:10:10,Банкомат76,Пользователь37,Проверка баланса пользователем Пользователь37 в Банкомат76,1759
8064,СостояниеКартриджа,2023-10-15 15:11:33,Банкомат31,Пользователь41,Состояние картриджа проверено в Банкомат31,Пустой
8065,ВыходПользователя,2023-10-15 15:12:22,Банкомат57,Пользователь4,Пользователь Пользователь4 вышел из системы в Банкомат57,
8066,ПроблемаСоСвязью,2023-10-15 15:17:10,Банкомат45,Пользователь59,Проблема со связью в Банкомат45,Потеря соединения
8067,ОшибкаСети,2023-10-15 15:18:22,Банкомат98,Пользователь11,Ошибка сети в Банкомат98,Потеря пакетов
8068,ОбработкаЗапроса,2023-10-15 15:20:35,Банкомат6,Пользователь24,Обработка запроса пользователя Пользователь24 в Банкомат6,
8069,СостояниеПриемаКупюр,2023-10-15 15:20:51,Банкомат9,Пользователь9,Состояние устройства приема купюр в Банкомат9 проверено,Работает
8070,ОшибкаПриемаКупюр,2023-10-15 15:24:47,Банкомат54,Пользователь98,Ошибка приема купюр в Банкомат54,Купюра повреждена
8071,ПроверкаСостоянияКарт,2023-10-15 15:28:29,Банкомат69,Пользователь18,Проверка состояния карт в Банкомат69,Все карты в порядке
8072,ПроверкаБаланс,2023-10-15 15:28:41,Банкомат75,Пользователь24,Проверка баланса пользователем Пользователь24 в Банкомат75,1528
8073,ЗаменаКассеты,2023-10-15 15:30:08,Банкомат73,Пользователь50,Кассета заменена в Банкомат73,1928
8074,ПроверкаЖесткогоДиска,2023-10-15 15:30:13,Банкомат39,Пользователь22,Проверка жесткого диска в Банкомат39,47
8075,СбросНастроек,2023-10-15 15:30:33,Банкомат1,Пользователь88,Сброс настроек в Банкомат1,Настройки сброшены
8076,ОшибкаСинхронизацииДанных,2023-10-15 15:35:21,Банкомат50,Пользователь66,Ошибка синхронизации данных в Банкомат50,Неверные данные
8077,ОшибкаКарт,2023-10-15 15:35:45,Банкомат51,Пользователь62,Ошибка при считывании карты в Банкомат51,Карта не распознана
8078,ОшибкаПечати,2023-10-15 15:36:48,Банкомат23,Пользователь44,Ошибка печати в Банкомат23,Нет бумаги
8079,ПроверкаОбновлений,2023-10-15 15:37:46,Банкомат99,Пользователь16,Проверка обновлений в Банкомат99,Обновления отсутствуют
8080,ОшибкаСинхронизацииДанных,2023-10-15 15:38:58,Банкомат55,Пользователь95,Ошибка синхронизации данных в Банкомат55,Неверные данные
8081,ПроверкаЖесткогоДиска,2023-10-15 15:39:56,Банкомат34,Пользователь77,Проверка жесткого диска в Банкомат34,69
8082,ВходПользователя,2023-10-15 15:43:50,Банкомат28,Пользователь28,Пользователь Пользователь28 вошел в систему в Банкомат28,
8083,ОбновлениеБезопасности,2023-10-15 15:43:54,Банкомат8,Пользователь95,Обновление систем безопасности в Банкомат8,Не удалось
8084,ОбслуживаниеТребуется,2023-10-15 15:47:36,Банкомат100,Пользователь65,Требуется обслуживание Банкомат100,Профилактическое
8085,Предупреждение,2023-10-15 15:48:14,Банкомат52,Пользователь74,Предупреждение в Банкомат52,Ошибка связи
8086,ЗаменаКартриджа,2023-10-15 15:49:59,Банкомат69,Пользователь63,Замена картриджа в Банкомат69,Не удалось
8087,ПроверкаБаланс,2023-10-15 15:54:50,Банкомат83,Пользователь83,Проверка баланса пользователем Пользователь83 в Банкомат83,1268
8088,ВнесениеНаличных,2023-10-15 15:56:31,Банкомат87,Пользователь29,Пользователь Пользователь29 внес 294 рублей в Банкомат87,294
8089,ПроверкаСостоянияКлавиатуры,2023-10-15 16:00:00,Банкомат37,Пользователь5,Проверка состояния клавиатуры в Банкомат37,Клавиатура работает
8090,ПроверкаСостоянияКарт,2023-10-15 16:04:55,Банкомат8,Пользователь23,Проверка состояния карт в Банкомат8,Все карты в порядке
8091,ВнесениеНаличных,2023-10-15 16:06:56,Банкомат34,Пользователь49,Пользователь Пользователь49 внес 394 рублей в Банкомат34,394
8092,ПроверкаОбновлений,2023-10-15 16:11:30,Банкомат60,Пользователь11,Проверка обновлений в Банкомат60,Обновления отсутствуют
8093,ПроблемаСоСвязью,2023-10-15 16:14:06,Банкомат12,Пользователь82,Проблема со связью в Банкомат12,Потеря соединения
8094,ПроблемаСоСвязью,2023-10-15 16:15:57,Банкомат8,Пользователь94,Проблема со связью в Банкомат8,Слабый сигнал
8095,ЗажеваннаяКупюра,2023-10-15 16:20:51,Банкомат3,Пользователь34,Купюра зажевана в Банкомат3,1000
8096,ЗаменаКартриджа,2023-10-15 16:21:24,Банкомат40,Пользователь13,Замена картриджа в Банкомат40,Успешно
8097,ПроверкаЭнергоснабжения,2023-10-15 16:23:28,Банкомат6,Пользователь31,Проверка состояния энергоснабжения в Банкомат6,Проблемы с энергоснабжением
8098,ПроверкаСостоянияКлавиатуры,2023-10-15 16:26:25,Банкомат60,Пользователь43,Проверка состояния клавиатуры в Банкомат60,Клавиатура работает
8099,ПроверкаСостоянияКарт,2023-10-15 16:29:59,Банкомат82,Пользователь2,Проверка состояния карт в Банкомат82,Некоторые карты повреждены
8100,ПроблемаСоСвязью,2023-10-15 16:33:47,Банкомат48,Пользователь81,Проблема со связью в Банкомат48,Потеря соединения
8101,ОшибкаТехническая,2023-10-15 16:34:36,Банкомат63,Пользователь69,Техническая ошибка в Банкомат63,Ошибка связи
8102,ПроверкаОбновлений,2023-10-15 16:37:09,Банкомат32,Пользователь48,Проверка обновлений в Банкомат32,Обновления доступны
8103,Предупреждение,2023-10-15 16:41:58,Банкомат51,Пользователь69,Предупреждение в Банкомат51,Низкий уровень наличных
8104,ПроверкаКассеты,2023-10-15 16:43:28,Банкомат35,Пользователь71,Проверка состояния кассеты в Банкомат35,Нуждается в замене
8105,ПроверкаЭнергоснабжения,2023-10-15 16:47:45,Банкомат30,Пользователь53,Проверка состояния энергоснабжения в Банкомат30,Проблемы с энергоснабжением
8106,ОбновлениеБезопасности,2023-10-15 16:48:35,Банкомат60,Пользователь12,Обновление систем безопасности в Банкомат60,Не удалось
8107,ТестированиеУстройства,2023-10-15 16:51:27,Банкомат66,Пользователь30,Тестирование устройства Банкомат66 завершено,Успешно
8108,СостояниеПриемаКупюр,2023-10-15 16:53:51,Банкомат81,Пользователь44,Состояние устройства приема купюр в Банкомат81 проверено,Не работает
8109,ПроверкаСостоянияПечати,2023-10-15 16:55:55,Банкомат94,Пользователь25,Проверка состояния печати в Банкомат94,Принтер не работает
8110,ЗагрузкаПроцессораВысокая,2023-10-15 17:00:14,Банкомат59,Пользователь37,Высокая загрузка процессора в Банкомат59,84
8111,ПроверкаБаланс,2023-10-15 17:02:05,Банкомат97,Пользователь87,Проверка баланса пользователем Пользователь87 в Банкомат97,3627
